,code_bss,bss_id,date_mesure,niveau_nappe_eau,mode_obtention,nom_producteur
3249,10906X0039/C2-1,BSS002MNYD,2010-10-25,104.09,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3250,10906X0039/C2-1,BSS002MNYD,2010-10-26,104.07,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3251,10906X0039/C2-1,BSS002MNYD,2010-10-27,104.05,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3252,10906X0039/C2-1,BSS002MNYD,2010-10-28,104.06,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3253,10906X0039/C2-1,BSS002MNYD,2010-10-29,104.05,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3254,10906X0039/C2-1,BSS002MNYD,2010-10-30,104.05,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3255,10906X0039/C2-1,BSS002MNYD,2010-10-31,104.04,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3256,10906X0039/C2-1,BSS002MNYD,2010-11-01,104.02,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3257,10906X0039/C2-1,BSS002MNYD,2010-11-02,104.0,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3258,10906X0039/C2-1,BSS002MNYD,2010-11-03,103.99,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3259,10906X0039/C2-1,BSS002MNYD,2010-11-04,103.98,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3260,10906X0039/C2-1,BSS002MNYD,2010-11-05,103.95,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3261,10906X0039/C2-1,BSS002MNYD,2010-11-06,103.93,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3262,10906X0039/C2-1,BSS002MNYD,2010-11-07,103.93,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3263,10906X0039/C2-1,BSS002MNYD,2010-11-08,103.93,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3264,10906X0039/C2-1,BSS002MNYD,2010-11-09,103.92,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3265,10906X0039/C2-1,BSS002MNYD,2010-11-10,103.88,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3266,10906X0039/C2-1,BSS002MNYD,2010-11-11,103.85,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3267,10906X0039/C2-1,BSS002MNYD,2010-11-12,103.85,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3268,10906X0039/C2-1,BSS002MNYD,2010-11-13,103.85,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3269,10906X0039/C2-1,BSS002MNYD,2010-11-14,103.86,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3270,10906X0039/C2-1,BSS002MNYD,2010-11-15,103.87,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3271,10906X0039/C2-1,BSS002MNYD,2010-11-16,103.87,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3272,10906X0039/C2-1,BSS002MNYD,2010-11-17,103.87,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3273,10906X0039/C2-1,BSS002MNYD,2010-11-18,103.88,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3274,10906X0039/C2-1,BSS002MNYD,2010-11-19,103.89,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3275,10906X0039/C2-1,BSS002MNYD,2010-11-20,103.85,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3276,10906X0039/C2-1,BSS002MNYD,2010-11-21,103.83,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3277,10906X0039/C2-1,BSS002MNYD,2010-11-22,103.82,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3278,10906X0039/C2-1,BSS002MNYD,2010-11-23,103.81,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3279,10906X0039/C2-1,BSS002MNYD,2010-11-24,103.81,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3280,10906X0039/C2-1,BSS002MNYD,2010-11-25,103.8,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3281,10906X0039/C2-1,BSS002MNYD,2010-11-26,103.79,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3282,10906X0039/C2-1,BSS002MNYD,2010-11-27,103.79,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3283,10906X0039/C2-1,BSS002MNYD,2010-11-28,103.77,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3284,10906X0039/C2-1,BSS002MNYD,2010-11-29,103.81,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3285,10906X0039/C2-1,BSS002MNYD,2010-11-30,103.81,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3286,10906X0039/C2-1,BSS002MNYD,2010-12-01,103.81,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3287,10906X0039/C2-1,BSS002MNYD,2010-12-02,103.79,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3288,10906X0039/C2-1,BSS002MNYD,2010-12-03,103.79,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3289,10906X0039/C2-1,BSS002MNYD,2010-12-04,103.77,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3290,10906X0039/C2-1,BSS002MNYD,2010-12-05,103.76,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3291,10906X0039/C2-1,BSS002MNYD,2010-12-06,103.75,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3292,10906X0039/C2-1,BSS002MNYD,2010-12-07,103.72,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3293,10906X0039/C2-1,BSS002MNYD,2010-12-08,103.69,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3294,10906X0039/C2-1,BSS002MNYD,2010-12-09,103.65,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3295,10906X0039/C2-1,BSS002MNYD,2010-12-10,103.62,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3296,10906X0039/C2-1,BSS002MNYD,2010-12-11,103.58,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3297,10906X0039/C2-1,BSS002MNYD,2010-12-12,103.55,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3298,10906X0039/C2-1,BSS002MNYD,2010-12-13,103.52,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3299,10906X0039/C2-1,BSS002MNYD,2010-12-14,103.51,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3300,10906X0039/C2-1,BSS002MNYD,2010-12-15,103.51,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3301,10906X0039/C2-1,BSS002MNYD,2010-12-16,103.5,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3302,10906X0039/C2-1,BSS002MNYD,2010-12-17,103.52,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3303,10906X0039/C2-1,BSS002MNYD,2010-12-18,103.54,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3304,10906X0039/C2-1,BSS002MNYD,2010-12-19,103.54,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3305,10906X0039/C2-1,BSS002MNYD,2010-12-20,103.55,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3306,10906X0039/C2-1,BSS002MNYD,2010-12-21,103.57,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3307,10906X0039/C2-1,BSS002MNYD,2010-12-22,103.57,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3308,10906X0039/C2-1,BSS002MNYD,2010-12-23,103.57,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3309,10906X0039/C2-1,BSS002MNYD,2010-12-24,103.55,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3310,10906X0039/C2-1,BSS002MNYD,2010-12-25,103.54,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3311,10906X0039/C2-1,BSS002MNYD,2010-12-26,103.53,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3312,10906X0039/C2-1,BSS002MNYD,2010-12-27,103.52,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3313,10906X0039/C2-1,BSS002MNYD,2010-12-28,103.52,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3314,10906X0039/C2-1,BSS002MNYD,2010-12-29,103.55,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3315,10906X0039/C2-1,BSS002MNYD,2010-12-30,103.59,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3316,10906X0039/C2-1,BSS002MNYD,2010-12-31,103.59,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3317,10906X0039/C2-1,BSS002MNYD,2011-01-01,103.57,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3318,10906X0039/C2-1,BSS002MNYD,2011-01-02,103.54,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3319,10906X0039/C2-1,BSS002MNYD,2011-01-03,103.52,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3320,10906X0039/C2-1,BSS002MNYD,2011-01-04,103.51,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3321,10906X0039/C2-1,BSS002MNYD,2011-01-05,103.51,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3322,10906X0039/C2-1,BSS002MNYD,2011-01-06,103.5,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3323,10906X0039/C2-1,BSS002MNYD,2011-01-07,103.5,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3324,10906X0039/C2-1,BSS002MNYD,2011-01-08,103.49,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3325,10906X0039/C2-1,BSS002MNYD,2011-01-09,103.48,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3326,10906X0039/C2-1,BSS002MNYD,2011-01-10,103.48,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3327,10906X0039/C2-1,BSS002MNYD,2011-01-11,103.48,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3328,10906X0039/C2-1,BSS002MNYD,2011-01-12,103.47,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3329,10906X0039/C2-1,BSS002MNYD,2011-01-13,103.47,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3330,10906X0039/C2-1,BSS002MNYD,2011-01-14,103.51,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3331,10906X0039/C2-1,BSS002MNYD,2011-01-15,103.51,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3332,10906X0039/C2-1,BSS002MNYD,2011-01-16,103.52,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3333,10906X0039/C2-1,BSS002MNYD,2011-01-17,103.53,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3334,10906X0039/C2-1,BSS002MNYD,2011-01-18,103.52,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3335,10906X0039/C2-1,BSS002MNYD,2011-01-19,103.52,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3336,10906X0039/C2-1,BSS002MNYD,2011-01-20,103.53,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3337,10906X0039/C2-1,BSS002MNYD,2011-01-21,103.53,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3338,10906X0039/C2-1,BSS002MNYD,2011-01-22,103.55,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3339,10906X0039/C2-1,BSS002MNYD,2011-01-23,103.55,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3340,10906X0039/C2-1,BSS002MNYD,2011-01-24,103.54,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3341,10906X0039/C2-1,BSS002MNYD,2011-01-25,103.53,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3342,10906X0039/C2-1,BSS002MNYD,2011-01-26,103.52,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3343,10906X0039/C2-1,BSS002MNYD,2011-01-27,103.51,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3344,10906X0039/C2-1,BSS002MNYD,2011-01-28,103.55,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3345,10906X0039/C2-1,BSS002MNYD,2011-01-29,103.6,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3346,10906X0039/C2-1,BSS002MNYD,2011-01-30,103.59,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3347,10906X0039/C2-1,BSS002MNYD,2011-01-31,103.52,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3348,10906X0039/C2-1,BSS002MNYD,2011-02-01,103.45,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3349,10906X0039/C2-1,BSS002MNYD,2011-02-02,103.41,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3350,10906X0039/C2-1,BSS002MNYD,2011-02-03,103.36,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3351,10906X0039/C2-1,BSS002MNYD,2011-02-04,103.33,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3352,10906X0039/C2-1,BSS002MNYD,2011-02-05,103.29,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3353,10906X0039/C2-1,BSS002MNYD,2011-02-06,103.27,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3354,10906X0039/C2-1,BSS002MNYD,2011-02-07,103.25,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3355,10906X0039/C2-1,BSS002MNYD,2011-02-08,103.25,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3356,10906X0039/C2-1,BSS002MNYD,2011-02-09,103.25,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3357,10906X0039/C2-1,BSS002MNYD,2011-02-10,103.24,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3358,10906X0039/C2-1,BSS002MNYD,2011-02-11,103.26,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3359,10906X0039/C2-1,BSS002MNYD,2011-02-12,103.3,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3360,10906X0039/C2-1,BSS002MNYD,2011-02-13,103.28,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3361,10906X0039/C2-1,BSS002MNYD,2011-02-14,103.24,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3362,10906X0039/C2-1,BSS002MNYD,2011-02-15,103.2,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3363,10906X0039/C2-1,BSS002MNYD,2011-02-16,103.16,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3364,10906X0039/C2-1,BSS002MNYD,2011-02-17,103.12,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3365,10906X0039/C2-1,BSS002MNYD,2011-02-18,103.08,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3366,10906X0039/C2-1,BSS002MNYD,2011-02-19,103.06,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3367,10906X0039/C2-1,BSS002MNYD,2011-02-20,103.05,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3368,10906X0039/C2-1,BSS002MNYD,2011-02-21,103.04,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3369,10906X0039/C2-1,BSS002MNYD,2011-02-22,103.03,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3370,10906X0039/C2-1,BSS002MNYD,2011-02-23,103.02,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3371,10906X0039/C2-1,BSS002MNYD,2011-02-24,103.01,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3372,10906X0039/C2-1,BSS002MNYD,2011-02-25,103.0,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3373,10906X0039/C2-1,BSS002MNYD,2011-02-26,103.0,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3374,10906X0039/C2-1,BSS002MNYD,2011-02-27,103.01,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3375,10906X0039/C2-1,BSS002MNYD,2011-02-28,103.02,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3376,10906X0039/C2-1,BSS002MNYD,2011-03-01,103.02,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3377,10906X0039/C2-1,BSS002MNYD,2011-03-02,103.02,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3378,10906X0039/C2-1,BSS002MNYD,2011-03-03,103.01,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3379,10906X0039/C2-1,BSS002MNYD,2011-03-04,103.0,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3380,10906X0039/C2-1,BSS002MNYD,2011-03-05,103.0,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3381,10906X0039/C2-1,BSS002MNYD,2011-03-06,103.0,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3382,10906X0039/C2-1,BSS002MNYD,2011-03-07,103.0,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3383,10906X0039/C2-1,BSS002MNYD,2011-03-08,102.97,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3384,10906X0039/C2-1,BSS002MNYD,2011-03-09,102.94,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3385,10906X0039/C2-1,BSS002MNYD,2011-03-10,102.92,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3386,10906X0039/C2-1,BSS002MNYD,2011-03-11,102.93,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3387,10906X0039/C2-1,BSS002MNYD,2011-03-12,102.9,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3388,10906X0039/C2-1,BSS002MNYD,2011-03-13,102.97,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3389,10906X0039/C2-1,BSS002MNYD,2011-03-14,103.04,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3390,10906X0039/C2-1,BSS002MNYD,2011-03-15,103.38,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3391,10906X0039/C2-1,BSS002MNYD,2011-03-16,103.89,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3392,10906X0039/C2-1,BSS002MNYD,2011-03-17,104.03,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3393,10906X0039/C2-1,BSS002MNYD,2011-03-18,104.06,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3394,10906X0039/C2-1,BSS002MNYD,2011-03-19,104.07,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3395,10906X0039/C2-1,BSS002MNYD,2011-03-20,104.07,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3396,10906X0039/C2-1,BSS002MNYD,2011-03-21,104.07,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3397,10906X0039/C2-1,BSS002MNYD,2011-03-22,104.07,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3398,10906X0039/C2-1,BSS002MNYD,2011-03-23,104.08,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3399,10906X0039/C2-1,BSS002MNYD,2011-03-24,104.09,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3400,10906X0039/C2-1,BSS002MNYD,2011-03-25,104.12,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3401,10906X0039/C2-1,BSS002MNYD,2011-03-26,104.18,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3402,10906X0039/C2-1,BSS002MNYD,2011-03-27,104.2,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3403,10906X0039/C2-1,BSS002MNYD,2011-03-28,104.21,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3404,10906X0039/C2-1,BSS002MNYD,2011-03-29,104.21,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3405,10906X0039/C2-1,BSS002MNYD,2011-03-30,104.2,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3406,10906X0039/C2-1,BSS002MNYD,2011-03-31,104.19,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3407,10906X0039/C2-1,BSS002MNYD,2011-04-01,104.18,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3408,10906X0039/C2-1,BSS002MNYD,2011-04-02,104.17,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3409,10906X0039/C2-1,BSS002MNYD,2011-04-03,104.16,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3410,10906X0039/C2-1,BSS002MNYD,2011-04-04,104.15,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3411,10906X0039/C2-1,BSS002MNYD,2011-04-05,104.16,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3412,10906X0039/C2-1,BSS002MNYD,2011-04-06,104.16,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3413,10906X0039/C2-1,BSS002MNYD,2011-04-07,104.17,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3414,10906X0039/C2-1,BSS002MNYD,2011-04-08,104.17,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3415,10906X0039/C2-1,BSS002MNYD,2011-04-09,104.17,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3416,10906X0039/C2-1,BSS002MNYD,2011-04-10,104.18,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3417,10906X0039/C2-1,BSS002MNYD,2011-04-11,104.19,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3418,10906X0039/C2-1,BSS002MNYD,2011-04-12,104.23,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3419,10906X0039/C2-1,BSS002MNYD,2011-04-13,104.25,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3420,10906X0039/C2-1,BSS002MNYD,2011-04-14,104.23,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3421,10906X0039/C2-1,BSS002MNYD,2011-04-15,104.21,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3422,10906X0039/C2-1,BSS002MNYD,2011-04-16,104.21,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3423,10906X0039/C2-1,BSS002MNYD,2011-04-17,104.21,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3424,10906X0039/C2-1,BSS002MNYD,2011-04-18,104.2,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3425,10906X0039/C2-1,BSS002MNYD,2011-04-19,104.2,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3426,10906X0039/C2-1,BSS002MNYD,2011-04-20,104.22,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3427,10906X0039/C2-1,BSS002MNYD,2011-04-21,104.23,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3428,10906X0039/C2-1,BSS002MNYD,2011-04-22,104.23,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3429,10906X0039/C2-1,BSS002MNYD,2011-04-23,104.25,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3430,10906X0039/C2-1,BSS002MNYD,2011-04-24,104.26,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3431,10906X0039/C2-1,BSS002MNYD,2011-04-25,104.26,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3432,10906X0039/C2-1,BSS002MNYD,2011-04-26,104.24,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3433,10906X0039/C2-1,BSS002MNYD,2011-04-27,104.23,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3434,10906X0039/C2-1,BSS002MNYD,2011-04-28,104.23,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3435,10906X0039/C2-1,BSS002MNYD,2011-04-29,104.23,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3436,10906X0039/C2-1,BSS002MNYD,2011-04-30,104.22,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3437,10906X0039/C2-1,BSS002MNYD,2011-05-01,104.21,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3438,10906X0039/C2-1,BSS002MNYD,2011-05-02,104.2,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3439,10906X0039/C2-1,BSS002MNYD,2011-05-03,104.2,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3440,10906X0039/C2-1,BSS002MNYD,2011-05-04,104.2,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3441,10906X0039/C2-1,BSS002MNYD,2011-05-05,104.21,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3442,10906X0039/C2-1,BSS002MNYD,2011-05-06,104.22,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3443,10906X0039/C2-1,BSS002MNYD,2011-05-07,104.22,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3444,10906X0039/C2-1,BSS002MNYD,2011-05-08,104.21,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3445,10906X0039/C2-1,BSS002MNYD,2011-05-09,104.21,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3446,10906X0039/C2-1,BSS002MNYD,2011-05-10,104.23,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3447,10906X0039/C2-1,BSS002MNYD,2011-05-11,104.24,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3448,10906X0039/C2-1,BSS002MNYD,2011-05-12,104.26,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3449,10906X0039/C2-1,BSS002MNYD,2011-05-13,104.27,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3450,10906X0039/C2-1,BSS002MNYD,2011-05-14,104.31,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3451,10906X0039/C2-1,BSS002MNYD,2011-05-15,104.31,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3452,10906X0039/C2-1,BSS002MNYD,2011-05-16,104.29,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3453,10906X0039/C2-1,BSS002MNYD,2011-05-17,104.29,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3454,10906X0039/C2-1,BSS002MNYD,2011-05-18,104.27,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3455,10906X0039/C2-1,BSS002MNYD,2011-05-19,104.3,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3456,10906X0039/C2-1,BSS002MNYD,2011-05-20,104.29,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3457,10906X0039/C2-1,BSS002MNYD,2011-05-21,104.28,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3458,10906X0039/C2-1,BSS002MNYD,2011-05-22,104.26,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3459,10906X0039/C2-1,BSS002MNYD,2011-05-23,104.27,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3460,10906X0039/C2-1,BSS002MNYD,2011-05-24,104.29,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3461,10906X0039/C2-1,BSS002MNYD,2011-05-25,104.3,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
3462,10906X0039/C2-1,BSS002MNYD,2011-05-26,104.3,Valeur mesurée,Bureau de Recherches Géologiques et Minières (231)
