date_index,latitude,longitude,sunrise,sunset,daylight_duration,precipitation_sum,shortwave_radiation_sum,et0_fao_evapotranspiration,cloud_cover_mean,pressure_msl_mean,wind_speed_10m_mean,soil_moisture_0_to_100cm_mean,soil_temperature_0_to_100cm_mean,code_bss
2017-01-01,42.685696389,2.685378283,2017-01-01T07:19,2017-01-01T16:26,32800.7,0.0,7.88,0.95,47,1024.5,5.3,0.244,9.2,10906X0039/C2-1
2017-01-02,42.685696389,2.685378283,2017-01-02T07:19,2017-01-02T16:27,32850.58,0.0,4.29,0.56,93,1022.0,4.6,0.244,9.2,10906X0039/C2-1
2017-01-03,42.685696389,2.685378283,2017-01-03T07:19,2017-01-03T16:28,32904.28,0.0,8.02,1.59,3,1023.5,11.8,0.244,8.9,10906X0039/C2-1
2017-01-04,42.685696389,2.685378283,2017-01-04T07:19,2017-01-04T16:29,32961.75,0.0,8.08,2.52,5,1022.9,25.2,0.244,8.8,10906X0039/C2-1
2017-01-05,42.685696389,2.685378283,2017-01-05T07:19,2017-01-05T16:30,33022.91,0.0,6.93,2.07,14,1026.5,30.5,0.243,8.7,10906X0039/C2-1
2017-01-06,42.685696389,2.685378283,2017-01-06T07:19,2017-01-06T16:31,33087.68,0.0,8.43,1.94,1,1029.7,17.9,0.242,8.5,10906X0039/C2-1
2017-01-07,42.685696389,2.685378283,2017-01-07T07:19,2017-01-07T16:32,33155.99,0.0,8.31,2.44,7,1029.8,14.2,0.242,8.1,10906X0039/C2-1
2017-01-08,42.685696389,2.685378283,2017-01-08T07:19,2017-01-08T16:33,33227.75,0.0,5.26,2.68,60,1027.5,29.4,0.242,8.4,10906X0039/C2-1
2017-01-09,42.685696389,2.685378283,2017-01-09T07:19,2017-01-09T16:34,33303.06,0.0,8.32,2.08,27,1025.4,24.5,0.242,8.7,10906X0039/C2-1
2017-01-10,42.685696389,2.685378283,2017-01-10T07:18,2017-01-10T16:35,33382.75,4.2,3.35,1.32,85,1014.4,20.0,0.242,8.8,10906X0039/C2-1
2017-01-11,42.685696389,2.685378283,2017-01-11T07:18,2017-01-11T16:36,33466.81,0.0,5.55,1.3,59,1020.3,15.4,0.242,9.0,10906X0039/C2-1
2017-01-12,42.685696389,2.685378283,2017-01-12T07:18,2017-01-12T16:37,33555.05,0.2,7.7,1.35,54,1018.2,8.5,0.241,9.5,10906X0039/C2-1
2017-01-13,42.685696389,2.685378283,2017-01-13T07:17,2017-01-13T16:38,33647.29,2.7,7.25,1.8,26,1016.7,27.2,0.241,9.5,10906X0039/C2-1
2017-01-14,42.685696389,2.685378283,2017-01-14T07:17,2017-01-14T16:39,33743.33,0.0,8.51,2.0,18,1021.9,27.8,0.24,9.0,10906X0039/C2-1
2017-01-15,42.685696389,2.685378283,2017-01-15T07:16,2017-01-15T16:40,33843.01,0.8,6.82,1.71,77,1022.3,29.7,0.239,8.8,10906X0039/C2-1
2017-01-16,42.685696389,2.685378283,2017-01-16T07:16,2017-01-16T16:41,33946.12,1.4,4.79,1.4,55,1018.6,25.9,0.243,8.8,10906X0039/C2-1
2017-01-17,42.685696389,2.685378283,2017-01-17T07:15,2017-01-17T16:43,34052.5,0.0,8.86,1.91,12,1021.4,31.8,0.244,8.2,10906X0039/C2-1
2017-01-18,42.685696389,2.685378283,2017-01-18T07:15,2017-01-18T16:44,34161.97,0.0,9.15,1.64,13,1023.7,20.4,0.244,7.5,10906X0039/C2-1
2017-01-19,42.685696389,2.685378283,2017-01-19T07:14,2017-01-19T16:45,34274.35,0.0,8.82,1.16,43,1026.2,6.7,0.243,6.5,10906X0039/C2-1
2017-01-20,42.685696389,2.685378283,2017-01-20T07:13,2017-01-20T16:46,34389.46,25.2,1.67,0.25,99,1026.4,7.8,0.252,6.2,10906X0039/C2-1
2017-01-21,42.685696389,2.685378283,2017-01-21T07:13,2017-01-21T16:48,34507.14,1.2,2.98,0.64,98,1022.9,7.6,0.261,6.7,10906X0039/C2-1
2017-01-22,42.685696389,2.685378283,2017-01-22T07:12,2017-01-22T16:49,34627.21,18.9,2.17,0.52,98,1021.1,13.3,0.271,6.8,10906X0039/C2-1
2017-01-23,42.685696389,2.685378283,2017-01-23T07:11,2017-01-23T16:50,34749.52,10.2,1.56,0.88,100,1020.1,19.5,0.283,6.9,10906X0039/C2-1
2017-01-24,42.685696389,2.685378283,2017-01-24T07:10,2017-01-24T16:52,34873.89,0.0,9.88,2.41,66,1020.0,28.2,0.285,7.3,10906X0039/C2-1
2017-01-25,42.685696389,2.685378283,2017-01-25T07:10,2017-01-25T16:53,35000.17,2.2,9.15,1.26,45,1022.1,10.0,0.284,7.2,10906X0039/C2-1
2017-01-26,42.685696389,2.685378283,2017-01-26T07:09,2017-01-26T16:54,35128.21,0.0,8.76,1.03,53,1017.6,5.5,0.287,6.6,10906X0039/C2-1
2017-01-27,42.685696389,2.685378283,2017-01-27T07:08,2017-01-27T16:55,35257.83,10.3,4.89,1.11,97,1013.7,15.6,0.291,7.0,10906X0039/C2-1
2017-01-28,42.685696389,2.685378283,2017-01-28T07:07,2017-01-28T16:57,35388.91,10.6,4.65,1.16,86,1018.7,13.8,0.302,7.6,10906X0039/C2-1
2017-01-29,42.685696389,2.685378283,2017-01-29T07:06,2017-01-29T16:58,35521.52,0.0,9.73,1.27,52,1023.6,7.4,0.301,7.6,10906X0039/C2-1
2017-01-30,42.685696389,2.685378283,2017-01-30T07:05,2017-01-30T16:59,35657.05,0.0,6.76,0.85,75,1021.6,5.3,0.3,7.6,10906X0039/C2-1
2017-01-31,42.685696389,2.685378283,2017-01-31T07:04,2017-01-31T17:01,35795.54,0.7,4.64,0.61,99,1017.9,5.0,0.298,8.1,10906X0039/C2-1
2017-02-01,42.685696389,2.685378283,2017-02-01T07:03,2017-02-01T17:02,35936.77,0.3,5.32,0.66,93,1016.6,4.2,0.298,8.2,10906X0039/C2-1
2017-02-02,42.685696389,2.685378283,2017-02-02T07:02,2017-02-02T17:03,36080.58,0.1,7.42,1.11,82,1009.5,6.0,0.297,8.4,10906X0039/C2-1
2017-02-03,42.685696389,2.685378283,2017-02-03T07:01,2017-02-03T17:05,36226.74,0.5,6.75,1.11,62,1012.1,7.2,0.296,8.5,10906X0039/C2-1
2017-02-04,42.685696389,2.685378283,2017-02-04T07:00,2017-02-04T17:06,36375.1,0.7,8.47,1.59,79,1008.6,12.4,0.296,8.6,10906X0039/C2-1
2017-02-05,42.685696389,2.685378283,2017-02-05T06:58,2017-02-05T17:07,36525.45,8.1,5.94,1.73,76,1005.8,23.6,0.3,8.8,10906X0039/C2-1
2017-02-06,42.685696389,2.685378283,2017-02-06T06:57,2017-02-06T17:09,36677.62,0.0,10.5,2.91,54,1016.0,39.1,0.303,8.9,10906X0039/C2-1
2017-02-07,42.685696389,2.685378283,2017-02-07T06:56,2017-02-07T17:10,36831.43,0.0,6.8,2.31,95,1017.9,22.2,0.301,9.5,10906X0039/C2-1
2017-02-08,42.685696389,2.685378283,2017-02-08T06:55,2017-02-08T17:11,36986.7,1.0,9.63,2.07,40,1019.7,32.2,0.301,9.4,10906X0039/C2-1
2017-02-09,42.685696389,2.685378283,2017-02-09T06:53,2017-02-09T17:13,37143.28,0.0,12.51,2.19,2,1019.6,18.3,0.301,9.1,10906X0039/C2-1
2017-02-10,42.685696389,2.685378283,2017-02-10T06:52,2017-02-10T17:14,37300.99,0.0,11.35,1.58,68,1015.4,7.1,0.3,8.6,10906X0039/C2-1
2017-02-11,42.685696389,2.685378283,2017-02-11T06:51,2017-02-11T17:15,37459.68,0.3,9.51,1.54,94,1015.7,12.5,0.3,8.5,10906X0039/C2-1
2017-02-12,42.685696389,2.685378283,2017-02-12T06:50,2017-02-12T17:16,37619.17,7.3,5.01,0.73,100,1015.2,22.5,0.305,9.1,10906X0039/C2-1
2017-02-13,42.685696389,2.685378283,2017-02-13T06:48,2017-02-13T17:18,37779.32,18.9,3.36,0.6,100,1015.6,23.0,0.311,9.6,10906X0039/C2-1
2017-02-14,42.685696389,2.685378283,2017-02-14T06:47,2017-02-14T17:19,37939.97,29.4,5.06,0.7,98,1023.8,12.3,0.332,9.9,10906X0039/C2-1
2017-02-15,42.685696389,2.685378283,2017-02-15T06:45,2017-02-15T17:20,38100.97,5.8,5.65,0.76,93,1033.0,6.1,0.34,10.1,10906X0039/C2-1
2017-02-16,42.685696389,2.685378283,2017-02-16T06:44,2017-02-16T17:22,38262.18,0.2,9.87,1.36,82,1032.2,4.2,0.341,10.3,10906X0039/C2-1
2017-02-17,42.685696389,2.685378283,2017-02-17T06:43,2017-02-17T17:23,38423.45,0.0,13.42,2.16,18,1026.8,7.5,0.342,10.1,10906X0039/C2-1
2017-02-18,42.685696389,2.685378283,2017-02-18T06:41,2017-02-18T17:24,38584.9,0.0,11.48,1.65,70,1022.9,6.6,0.338,10.1,10906X0039/C2-1
2017-02-19,42.685696389,2.685378283,2017-02-19T06:40,2017-02-19T17:26,38747.92,0.0,13.36,2.07,15,1026.0,9.2,0.336,9.9,10906X0039/C2-1
2017-02-20,42.685696389,2.685378283,2017-02-20T06:38,2017-02-20T17:27,38912.63,0.0,14.29,2.74,14,1025.7,19.9,0.333,10.2,10906X0039/C2-1
2017-02-21,42.685696389,2.685378283,2017-02-21T06:37,2017-02-21T17:28,39078.89,0.0,13.8,2.72,43,1024.0,18.4,0.331,10.4,10906X0039/C2-1
2017-02-22,42.685696389,2.685378283,2017-02-22T06:35,2017-02-22T17:29,39246.52,0.0,14.55,2.34,40,1020.8,6.2,0.328,10.6,10906X0039/C2-1
2017-02-23,42.685696389,2.685378283,2017-02-23T06:34,2017-02-23T17:31,39415.39,0.0,14.11,2.04,63,1014.8,6.2,0.324,10.5,10906X0039/C2-1
2017-02-24,42.685696389,2.685378283,2017-02-24T06:32,2017-02-24T17:32,39585.36,0.5,12.98,2.67,54,1015.3,26.7,0.323,10.8,10906X0039/C2-1
2017-02-25,42.685696389,2.685378283,2017-02-25T06:31,2017-02-25T17:33,39756.28,0.0,15.49,2.75,5,1020.4,15.7,0.321,10.5,10906X0039/C2-1
2017-02-26,42.685696389,2.685378283,2017-02-26T06:29,2017-02-26T17:34,39928.02,0.0,15.22,2.2,4,1019.8,5.0,0.313,10.2,10906X0039/C2-1
2017-02-27,42.685696389,2.685378283,2017-02-27T06:27,2017-02-27T17:36,40100.42,0.0,12.52,1.57,45,1012.1,5.1,0.311,10.3,10906X0039/C2-1
2017-02-28,42.685696389,2.685378283,2017-02-28T06:26,2017-02-28T17:37,40273.38,1.5,11.0,2.29,75,1009.2,15.0,0.308,10.5,10906X0039/C2-1
2017-03-01,42.685696389,2.685378283,2017-03-01T06:24,2017-03-01T17:38,40446.74,0.0,15.12,2.67,49,1018.0,8.5,0.308,10.4,10906X0039/C2-1
2017-03-02,42.685696389,2.685378283,2017-03-02T06:22,2017-03-02T17:39,40620.37,0.0,13.46,2.28,57,1018.2,7.4,0.304,10.5,10906X0039/C2-1
2017-03-03,42.685696389,2.685378283,2017-03-03T06:21,2017-03-03T17:41,40794.17,1.2,13.71,2.49,83,1006.8,15.4,0.302,10.6,10906X0039/C2-1
2017-03-04,42.685696389,2.685378283,2017-03-04T06:19,2017-03-04T17:42,40967.97,41.4,9.02,1.44,75,1001.3,10.3,0.326,10.6,10906X0039/C2-1
2017-03-05,42.685696389,2.685378283,2017-03-05T06:17,2017-03-05T17:43,41141.67,0.6,12.38,2.14,84,1013.7,8.5,0.332,10.2,10906X0039/C2-1
2017-03-06,42.685696389,2.685378283,2017-03-06T06:16,2017-03-06T17:44,41315.15,1.0,14.39,3.39,60,1015.9,21.5,0.331,10.6,10906X0039/C2-1
2017-03-07,42.685696389,2.685378283,2017-03-07T06:14,2017-03-07T17:46,41488.26,4.8,16.05,2.96,40,1020.4,26.5,0.329,11.0,10906X0039/C2-1
2017-03-08,42.685696389,2.685378283,2017-03-08T06:12,2017-03-08T17:47,41660.9,0.0,15.7,3.27,88,1024.2,20.2,0.332,11.4,10906X0039/C2-1
2017-03-09,42.685696389,2.685378283,2017-03-09T06:11,2017-03-09T17:48,41832.93,0.0,17.2,3.35,72,1023.5,10.3,0.33,11.7,10906X0039/C2-1
2017-03-10,42.685696389,2.685378283,2017-03-10T06:09,2017-03-10T17:49,42004.48,0.0,18.1,4.21,29,1020.8,14.1,0.326,12.1,10906X0039/C2-1
2017-03-11,42.685696389,2.685378283,2017-03-11T06:07,2017-03-11T17:50,42176.83,0.0,17.63,2.82,70,1018.0,5.1,0.322,12.2,10906X0039/C2-1
2017-03-12,42.685696389,2.685378283,2017-03-12T06:06,2017-03-12T17:51,42350.1,2.6,12.38,2.92,41,1014.9,21.2,0.321,12.2,10906X0039/C2-1
2017-03-13,42.685696389,2.685378283,2017-03-13T06:04,2017-03-13T17:53,42524.18,1.6,11.24,2.92,71,1022.2,25.4,0.321,12.2,10906X0039/C2-1
2017-03-14,42.685696389,2.685378283,2017-03-14T06:02,2017-03-14T17:54,42698.96,0.0,18.41,3.94,32,1029.0,21.0,0.319,12.5,10906X0039/C2-1
2017-03-15,42.685696389,2.685378283,2017-03-15T06:00,2017-03-15T17:55,42874.31,0.0,18.79,3.63,0,1026.8,10.6,0.316,12.8,10906X0039/C2-1
2017-03-16,42.685696389,2.685378283,2017-03-16T05:59,2017-03-16T17:56,43050.14,0.0,18.8,2.73,0,1023.5,5.4,0.312,12.5,10906X0039/C2-1
2017-03-17,42.685696389,2.685378283,2017-03-17T05:57,2017-03-17T17:57,43226.33,0.0,19.04,3.64,0,1021.0,7.8,0.308,12.6,10906X0039/C2-1
2017-03-18,42.685696389,2.685378283,2017-03-18T05:55,2017-03-18T17:59,43402.77,0.2,16.96,3.11,76,1020.9,22.1,0.305,12.8,10906X0039/C2-1
2017-03-19,42.685696389,2.685378283,2017-03-19T05:53,2017-03-19T18:00,43579.35,0.0,17.68,4.09,19,1017.5,23.0,0.303,13.0,10906X0039/C2-1
2017-03-20,42.685696389,2.685378283,2017-03-20T05:52,2017-03-20T18:01,43755.95,0.0,18.52,3.58,40,1014.5,14.9,0.299,13.3,10906X0039/C2-1
2017-03-21,42.685696389,2.685378283,2017-03-21T05:50,2017-03-21T18:02,43932.48,0.6,10.02,2.22,91,1014.5,15.7,0.297,13.2,10906X0039/C2-1
2017-03-22,42.685696389,2.685378283,2017-03-22T05:48,2017-03-22T18:03,44108.81,0.3,13.09,1.98,59,1011.0,7.4,0.296,12.9,10906X0039/C2-1
2017-03-23,42.685696389,2.685378283,2017-03-23T05:46,2017-03-23T18:04,44284.83,0.3,11.76,1.63,59,1009.8,8.6,0.296,12.4,10906X0039/C2-1
2017-03-24,42.685696389,2.685378283,2017-03-24T05:45,2017-03-24T18:06,44460.45,28.8,6.07,1.05,95,1015.3,7.9,0.3,11.9,10906X0039/C2-1
2017-03-25,42.685696389,2.685378283,2017-03-25T05:43,2017-03-25T18:07,44635.53,28.2,17.87,2.93,50,1012.1,16.3,0.333,11.7,10906X0039/C2-1
2017-03-26,42.685696389,2.685378283,2017-03-26T05:41,2017-03-26T18:08,44809.98,0.0,20.54,2.89,7,1018.1,6.1,0.333,11.6,10906X0039/C2-1
2017-03-27,42.685696389,2.685378283,2017-03-27T05:39,2017-03-27T18:09,44983.67,0.3,15.65,2.54,73,1020.4,12.8,0.329,11.6,10906X0039/C2-1
2017-03-28,42.685696389,2.685378283,2017-03-28T05:38,2017-03-28T18:10,45156.49,0.1,19.73,3.31,26,1025.5,7.2,0.327,11.7,10906X0039/C2-1
2017-03-29,42.685696389,2.685378283,2017-03-29T05:36,2017-03-29T18:11,45328.32,0.0,21.77,4.11,0,1025.6,10.3,0.326,12.1,10906X0039/C2-1
2017-03-30,42.685696389,2.685378283,2017-03-30T05:34,2017-03-30T18:12,45499.26,0.0,21.88,3.69,17,1022.9,9.2,0.335,12.3,10906X0039/C2-1
2017-03-31,42.685696389,2.685378283,2017-03-31T05:32,2017-03-31T18:14,45670.53,0.6,18.58,2.9,88,1018.0,6.3,0.328,12.4,10906X0039/C2-1
2017-04-01,42.685696389,2.685378283,2017-04-01T05:31,2017-04-01T18:15,45842.23,5.3,15.57,2.9,95,1016.2,20.0,0.329,12.5,10906X0039/C2-1
2017-04-02,42.685696389,2.685378283,2017-04-02T05:29,2017-04-02T18:16,46014.24,0.0,19.88,3.8,38,1018.1,27.9,0.328,12.3,10906X0039/C2-1
2017-04-03,42.685696389,2.685378283,2017-04-03T05:27,2017-04-03T18:17,46186.49,0.2,22.72,4.68,7,1022.1,21.6,0.324,12.6,10906X0039/C2-1
2017-04-04,42.685696389,2.685378283,2017-04-04T05:26,2017-04-04T18:18,46358.86,0.0,22.41,4.87,13,1021.9,21.7,0.32,13.1,10906X0039/C2-1
2017-04-05,42.685696389,2.685378283,2017-04-05T05:24,2017-04-05T18:19,46531.23,0.5,21.33,4.21,47,1021.0,26.5,0.316,13.3,10906X0039/C2-1
2017-04-06,42.685696389,2.685378283,2017-04-06T05:22,2017-04-06T18:20,46703.51,0.0,23.37,4.95,7,1019.8,26.1,0.313,13.3,10906X0039/C2-1
2017-04-07,42.685696389,2.685378283,2017-04-07T05:20,2017-04-07T18:22,46875.57,0.0,23.66,4.11,0,1020.6,8.3,0.308,13.4,10906X0039/C2-1
2017-04-08,42.685696389,2.685378283,2017-04-08T05:19,2017-04-08T18:23,47047.33,0.0,23.48,3.79,0,1020.7,7.7,0.305,13.5,10906X0039/C2-1
2017-04-09,42.685696389,2.685378283,2017-04-09T05:17,2017-04-09T18:24,47218.65,0.0,23.73,3.72,1,1023.2,6.9,0.306,13.6,10906X0039/C2-1
2017-04-10,42.685696389,2.685378283,2017-04-10T05:15,2017-04-10T18:25,47389.42,0.0,23.3,4.68,9,1022.4,8.0,0.301,13.8,10906X0039/C2-1
2017-04-11,42.685696389,2.685378283,2017-04-11T05:14,2017-04-11T18:26,47559.54,0.0,22.82,4.87,19,1021.3,21.6,0.296,14.3,10906X0039/C2-1
2017-04-12,42.685696389,2.685378283,2017-04-12T05:12,2017-04-12T18:27,47728.88,0.0,24.65,4.82,3,1019.7,10.1,0.291,14.5,10906X0039/C2-1
2017-04-13,42.685696389,2.685378283,2017-04-13T05:10,2017-04-13T18:28,47897.32,0.0,24.54,5.2,0,1016.1,13.1,0.284,14.8,10906X0039/C2-1
2017-04-14,42.685696389,2.685378283,2017-04-14T05:09,2017-04-14T18:30,48064.74,0.0,24.49,5.31,25,1016.4,16.3,0.279,15.1,10906X0039/C2-1
2017-04-15,42.685696389,2.685378283,2017-04-15T05:07,2017-04-15T18:31,48231.01,0.5,16.56,3.54,60,1019.6,23.9,0.275,15.1,10906X0039/C2-1
2017-04-16,42.685696389,2.685378283,2017-04-16T05:05,2017-04-16T18:32,48396.0,0.0,25.47,5.04,3,1021.7,23.0,0.273,15.0,10906X0039/C2-1
2017-04-17,42.685696389,2.685378283,2017-04-17T05:04,2017-04-17T18:33,48559.59,0.0,25.51,5.33,2,1018.3,14.0,0.269,15.1,10906X0039/C2-1
2017-04-18,42.685696389,2.685378283,2017-04-18T05:02,2017-04-18T18:34,48721.64,0.0,25.77,5.54,1,1018.3,21.8,0.265,15.2,10906X0039/C2-1
2017-04-19,42.685696389,2.685378283,2017-04-19T05:01,2017-04-19T18:35,48882.23,0.0,26.64,5.41,0,1023.6,19.1,0.261,14.8,10906X0039/C2-1
2017-04-20,42.685696389,2.685378283,2017-04-20T04:59,2017-04-20T18:36,49042.53,0.0,26.98,4.56,0,1026.9,8.9,0.258,14.3,10906X0039/C2-1
2017-04-21,42.685696389,2.685378283,2017-04-21T04:58,2017-04-21T18:38,49202.64,0.0,26.52,4.17,0,1028.1,6.3,0.255,14.0,10906X0039/C2-1
2017-04-22,42.685696389,2.685378283,2017-04-22T04:56,2017-04-22T18:39,49362.43,0.0,26.45,4.24,0,1023.2,6.1,0.253,13.9,10906X0039/C2-1
2017-04-23,42.685696389,2.685378283,2017-04-23T04:54,2017-04-23T18:40,49521.81,0.0,26.34,4.83,10,1017.6,6.6,0.248,14.3,10906X0039/C2-1
2017-04-24,42.685696389,2.685378283,2017-04-24T04:53,2017-04-24T18:41,49680.64,0.0,23.35,3.68,42,1016.1,7.4,0.246,14.5,10906X0039/C2-1
2017-04-25,42.685696389,2.685378283,2017-04-25T04:52,2017-04-25T18:42,49838.81,3.1,17.96,3.11,90,1008.3,7.7,0.246,14.7,10906X0039/C2-1
2017-04-26,42.685696389,2.685378283,2017-04-26T04:50,2017-04-26T18:43,49996.19,3.6,8.06,1.92,97,1010.6,16.9,0.249,14.3,10906X0039/C2-1
2017-04-27,42.685696389,2.685378283,2017-04-27T04:49,2017-04-27T18:44,50152.65,1.3,16.97,3.79,67,1015.4,24.0,0.253,13.5,10906X0039/C2-1
2017-04-28,42.685696389,2.685378283,2017-04-28T04:47,2017-04-28T18:46,50308.06,0.0,25.4,4.56,14,1017.9,20.1,0.254,13.2,10906X0039/C2-1
2017-04-29,42.685696389,2.685378283,2017-04-29T04:46,2017-04-29T18:47,50462.29,0.0,26.16,3.97,29,1014.1,10.9,0.253,13.1,10906X0039/C2-1
2017-04-30,42.685696389,2.685378283,2017-04-30T04:44,2017-04-30T18:48,50615.21,5.8,25.81,4.68,65,1007.8,13.7,0.25,13.3,10906X0039/C2-1
2017-05-01,42.685696389,2.685378283,2017-05-01T04:43,2017-05-01T18:49,50766.66,0.0,26.92,4.64,28,1017.4,16.1,0.251,13.4,10906X0039/C2-1
2017-05-02,42.685696389,2.685378283,2017-05-02T04:42,2017-05-02T18:50,50916.52,5.8,13.46,2.38,76,1018.9,6.6,0.251,13.3,10906X0039/C2-1
2017-05-03,42.685696389,2.685378283,2017-05-03T04:40,2017-05-03T18:51,51064.63,2.8,11.64,1.9,68,1017.9,4.9,0.252,13.3,10906X0039/C2-1
2017-05-04,42.685696389,2.685378283,2017-05-04T04:39,2017-05-04T18:52,51210.85,2.3,15.63,2.55,84,1014.2,4.9,0.251,13.4,10906X0039/C2-1
2017-05-05,42.685696389,2.685378283,2017-05-05T04:38,2017-05-05T18:53,51355.02,7.5,8.11,1.3,81,1013.5,12.6,0.252,13.6,10906X0039/C2-1
2017-05-06,42.685696389,2.685378283,2017-05-06T04:36,2017-05-06T18:55,51496.99,2.4,24.34,4.76,27,1013.9,19.1,0.253,13.8,10906X0039/C2-1
2017-05-07,42.685696389,2.685378283,2017-05-07T04:35,2017-05-07T18:56,51636.61,0.0,28.29,5.53,9,1019.8,19.5,0.25,14.2,10906X0039/C2-1
2017-05-08,42.685696389,2.685378283,2017-05-08T04:34,2017-05-08T18:57,51773.7,0.0,28.42,5.68,11,1017.5,18.5,0.247,14.6,10906X0039/C2-1
2017-05-09,42.685696389,2.685378283,2017-05-09T04:33,2017-05-09T18:58,51908.3,0.0,26.54,4.56,49,1011.3,7.1,0.242,14.9,10906X0039/C2-1
2017-05-10,42.685696389,2.685378283,2017-05-10T04:32,2017-05-10T18:59,52041.49,0.0,20.26,3.93,72,1004.6,13.3,0.24,15.1,10906X0039/C2-1
2017-05-11,42.685696389,2.685378283,2017-05-11T04:30,2017-05-11T19:00,52173.35,1.6,20.08,3.56,47,999.2,10.9,0.239,15.4,10906X0039/C2-1
2017-05-12,42.685696389,2.685378283,2017-05-12T04:29,2017-05-12T19:01,52303.74,0.5,20.42,3.6,53,1005.0,5.0,0.238,15.6,10906X0039/C2-1
2017-05-13,42.685696389,2.685378283,2017-05-13T04:28,2017-05-13T19:02,52432.55,0.4,18.41,3.63,36,1014.5,8.6,0.235,15.8,10906X0039/C2-1
2017-05-14,42.685696389,2.685378283,2017-05-14T04:27,2017-05-14T19:03,52559.65,0.2,20.42,3.97,54,1023.2,7.5,0.233,16.1,10906X0039/C2-1
2017-05-15,42.685696389,2.685378283,2017-05-15T04:26,2017-05-15T19:04,52684.92,0.0,28.32,5.74,31,1026.3,7.8,0.229,16.6,10906X0039/C2-1
2017-05-16,42.685696389,2.685378283,2017-05-16T04:25,2017-05-16T19:05,52808.21,0.0,25.4,5.18,70,1025.4,6.9,0.224,17.1,10906X0039/C2-1
2017-05-17,42.685696389,2.685378283,2017-05-17T04:24,2017-05-17T19:06,52929.4,0.0,23.95,5.78,71,1018.4,10.6,0.218,17.4,10906X0039/C2-1
2017-05-18,42.685696389,2.685378283,2017-05-18T04:23,2017-05-18T19:07,53048.36,19.0,19.54,4.05,78,1014.5,15.0,0.218,17.6,10906X0039/C2-1
2017-05-19,42.685696389,2.685378283,2017-05-19T04:22,2017-05-19T19:08,53164.93,0.7,25.1,5.05,33,1018.7,18.1,0.231,16.9,10906X0039/C2-1
2017-05-20,42.685696389,2.685378283,2017-05-20T04:21,2017-05-20T19:09,53278.99,0.0,26.29,4.94,27,1023.4,14.7,0.229,16.7,10906X0039/C2-1
2017-05-21,42.685696389,2.685378283,2017-05-21T04:21,2017-05-21T19:10,53390.39,0.0,28.67,5.29,65,1020.9,8.0,0.226,16.7,10906X0039/C2-1
2017-05-22,42.685696389,2.685378283,2017-05-22T04:20,2017-05-22T19:11,53498.98,0.9,20.3,3.55,93,1017.8,6.4,0.222,17.0,10906X0039/C2-1
2017-05-23,42.685696389,2.685378283,2017-05-23T04:19,2017-05-23T19:12,53604.62,0.0,28.42,5.99,10,1020.2,21.6,0.22,17.5,10906X0039/C2-1
2017-05-24,42.685696389,2.685378283,2017-05-24T04:18,2017-05-24T19:13,53707.15,0.0,28.81,6.82,5,1018.9,13.3,0.218,18.2,10906X0039/C2-1
2017-05-25,42.685696389,2.685378283,2017-05-25T04:17,2017-05-25T19:14,53806.44,0.0,29.12,6.53,0,1014.8,8.1,0.213,18.8,10906X0039/C2-1
2017-05-26,42.685696389,2.685378283,2017-05-26T04:17,2017-05-26T19:15,53902.32,0.0,27.19,4.55,28,1016.4,7.2,0.208,18.9,10906X0039/C2-1
2017-05-27,42.685696389,2.685378283,2017-05-27T04:16,2017-05-27T19:16,53994.65,0.1,26.85,5.34,41,1018.2,10.9,0.208,19.0,10906X0039/C2-1
2017-05-28,42.685696389,2.685378283,2017-05-28T04:15,2017-05-28T19:17,54083.26,0.0,28.46,6.87,39,1016.9,12.5,0.206,19.3,10906X0039/C2-1
2017-05-29,42.685696389,2.685378283,2017-05-29T04:15,2017-05-29T19:18,54168.16,0.0,27.37,6.07,74,1014.2,7.1,0.204,19.6,10906X0039/C2-1
2017-05-30,42.685696389,2.685378283,2017-05-30T04:14,2017-05-30T19:18,54250.05,0.4,18.35,3.75,90,1017.3,5.0,0.205,19.7,10906X0039/C2-1
2017-05-31,42.685696389,2.685378283,2017-05-31T04:14,2017-05-31T19:19,54328.98,0.0,16.84,3.55,88,1019.3,7.0,0.204,19.6,10906X0039/C2-1
2017-06-01,42.685696389,2.685378283,2017-06-01T04:13,2017-06-01T19:20,54404.88,0.1,24.31,4.71,47,1019.4,5.6,0.202,19.6,10906X0039/C2-1
2017-06-02,42.685696389,2.685378283,2017-06-02T04:13,2017-06-02T19:21,54477.67,0.1,22.34,4.28,60,1017.9,4.6,0.201,19.8,10906X0039/C2-1
2017-06-03,42.685696389,2.685378283,2017-06-03T04:12,2017-06-03T19:22,54547.28,16.3,11.98,2.62,79,1016.4,10.0,0.212,19.8,10906X0039/C2-1
2017-06-04,42.685696389,2.685378283,2017-06-04T04:12,2017-06-04T19:22,54613.61,3.0,16.24,3.59,78,1017.6,17.1,0.217,19.4,10906X0039/C2-1
2017-06-05,42.685696389,2.685378283,2017-06-05T04:12,2017-06-05T19:23,54676.59,3.4,27.2,5.42,52,1014.2,19.5,0.217,19.1,10906X0039/C2-1
2017-06-06,42.685696389,2.685378283,2017-06-06T04:11,2017-06-06T19:24,54736.14,0.0,25.37,5.64,49,1013.9,21.8,0.213,19.0,10906X0039/C2-1
