,date,latitude,longitude,weather_code,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,daylight_duration,sunshine_duration,uv_index_max,uv_index_clear_sky_max,rain_sum,showers_sum,snowfall_sum,precipitation_sum,precipitation_hours,precipitation_probability_max,shortwave_radiation_sum,et0_fao_evapotranspiration,cloud_cover_mean,dew_point_2m_mean,et0_fao_evapotranspiration_sum,relative_humidity_2m_mean,snowfall_water_equivalent_sum,pressure_msl_mean,surface_pressure_mean,visibility_mean,wind_speed_10m_mean,soil_moisture_0_to_100cm_mean,soil_temperature_0_to_100cm_mean,code_bss
0,2017-01-01,42.685696389,2.685378283,3,9.8,-0.6,8.0,-4.4,2017-01-01T07:19,2017-01-01T16:26,32800.7,30388.55,,,0.0,0.0,0.0,0.0,0.0,,7.88,0.95,47,-0.1,0.95,72,0.0,1024.5,1011.0,,5.3,0.244,9.2,10906X0039/C2-1
1,2017-01-02,42.685696389,2.685378283,3,9.0,4.4,7.9,1.4,2017-01-02T07:19,2017-01-02T16:27,32850.58,17082.26,,,0.0,0.0,0.0,0.0,0.0,,4.29,0.56,93,3.6,0.56,84,0.0,1022.0,1008.6,,4.6,0.244,9.2,10906X0039/C2-1
2,2017-01-03,42.685696389,2.685378283,1,11.7,3.5,6.9,-0.6,2017-01-03T07:19,2017-01-03T16:28,32904.28,30434.51,,,0.0,0.0,0.0,0.0,0.0,,8.02,1.59,3,-1.9,1.59,57,0.0,1023.5,1010.1,,11.8,0.244,8.9,10906X0039/C2-1
3,2017-01-04,42.685696389,2.685378283,2,10.6,3.6,4.4,-3.0,2017-01-04T07:19,2017-01-04T16:29,32961.75,30774.94,,,0.0,0.0,0.0,0.0,0.0,,8.08,2.52,5,-3.3,2.52,51,0.0,1022.9,1009.5,,25.2,0.244,8.8,10906X0039/C2-1
4,2017-01-05,42.685696389,2.685378283,2,7.1,3.0,1.0,-5.1,2017-01-05T07:19,2017-01-05T16:30,33022.91,30734.63,,,0.0,0.0,0.0,0.0,0.0,,6.93,2.07,14,-3.2,2.07,57,0.0,1026.5,1012.9,,30.5,0.243,8.7,10906X0039/C2-1
5,2017-01-06,42.685696389,2.685378283,0,8.7,0.4,3.4,-3.4,2017-01-06T07:19,2017-01-06T16:31,33087.68,31069.03,,,0.0,0.0,0.0,0.0,0.0,,8.43,1.94,1,-5.0,1.94,51,0.0,1029.7,1016.1,,17.9,0.242,8.5,10906X0039/C2-1
6,2017-01-07,42.685696389,2.685378283,1,11.7,1.5,6.8,-3.3,2017-01-07T07:19,2017-01-07T16:32,33155.99,31027.07,,,0.0,0.0,0.0,0.0,0.0,,8.31,2.44,7,-9.1,2.44,35,0.0,1029.8,1016.2,,14.2,0.242,8.1,10906X0039/C2-1
7,2017-01-08,42.685696389,2.685378283,3,10.6,7.1,4.8,-0.3,2017-01-08T07:19,2017-01-08T16:33,33227.75,23370.68,,,0.0,0.0,0.0,0.0,0.0,,5.26,2.68,60,-2.1,2.68,51,0.0,1027.5,1014.2,,29.4,0.242,8.4,10906X0039/C2-1
8,2017-01-09,42.685696389,2.685378283,3,9.9,5.0,3.9,-0.9,2017-01-09T07:19,2017-01-09T16:34,33303.06,31306.2,,,0.0,0.0,0.0,0.0,0.0,,8.32,2.08,27,-0.2,2.08,60,0.0,1025.4,1012.0,,24.5,0.242,8.7,10906X0039/C2-1
9,2017-01-10,42.685696389,2.685378283,61,10.9,6.3,6.6,0.1,2017-01-10T07:18,2017-01-10T16:35,33382.75,14946.32,,,4.2,0.0,0.0,4.2,10.0,,3.35,1.32,85,2.3,1.32,69,0.0,1014.4,1001.2,,20.0,0.242,8.8,10906X0039/C2-1
10,2017-01-11,42.685696389,2.685378283,3,12.6,6.1,9.7,-0.2,2017-01-11T07:18,2017-01-11T16:36,33466.81,26253.95,,,0.0,0.0,0.0,0.0,0.0,,5.55,1.3,59,3.9,1.3,71,0.0,1020.3,1007.1,,15.4,0.242,9.0,10906X0039/C2-1
11,2017-01-12,42.685696389,2.685378283,51,16.0,8.0,13.9,6.2,2017-01-12T07:18,2017-01-12T16:37,33555.05,26820.76,,,0.2,0.0,0.0,0.2,2.0,,7.7,1.35,54,6.2,1.35,72,0.0,1018.2,1005.1,,8.5,0.241,9.5,10906X0039/C2-1
12,2017-01-13,42.685696389,2.685378283,53,11.6,4.3,7.6,-1.5,2017-01-13T07:17,2017-01-13T16:38,33647.29,30451.46,,,2.7,0.0,0.0,2.7,11.0,,7.25,1.8,26,0.5,1.8,65,0.0,1016.7,1003.4,,27.2,0.241,9.5,10906X0039/C2-1
13,2017-01-14,42.685696389,2.685378283,3,5.7,3.3,-0.9,-3.9,2017-01-14T07:17,2017-01-14T16:39,33743.33,31765.34,,,0.0,0.0,0.0,0.0,0.0,,8.51,2.0,18,-3.8,2.0,56,0.0,1021.9,1008.4,,27.8,0.24,9.0,10906X0039/C2-1
14,2017-01-15,42.685696389,2.685378283,51,6.1,3.9,0.3,-3.2,2017-01-15T07:16,2017-01-15T16:40,33843.01,28501.68,,,0.8,0.0,0.0,0.8,5.0,,6.82,1.71,77,-1.1,1.71,65,0.0,1022.3,1008.9,,29.7,0.239,8.8,10906X0039/C2-1
15,2017-01-16,42.685696389,2.685378283,51,7.9,1.9,3.0,-5.4,2017-01-16T07:16,2017-01-16T16:41,33946.12,27859.19,,,1.4,0.0,0.0,1.4,11.0,,4.79,1.4,55,1.0,1.4,71,0.0,1018.6,1005.2,,25.9,0.243,8.8,10906X0039/C2-1
16,2017-01-17,42.685696389,2.685378283,2,2.1,-0.9,-6.0,-8.9,2017-01-17T07:15,2017-01-17T16:43,34052.5,32663.93,,,0.0,0.0,0.0,0.0,0.0,,8.86,1.91,12,-8.4,1.91,52,0.0,1021.4,1007.7,,31.8,0.244,8.2,10906X0039/C2-1
17,2017-01-18,42.685696389,2.685378283,3,3.5,-1.7,-2.5,-8.2,2017-01-18T07:15,2017-01-18T16:44,34161.97,33555.43,,,0.0,0.0,0.0,0.0,0.0,,9.15,1.64,13,-8.4,1.64,53,0.0,1023.7,1010.0,,20.4,0.244,7.5,10906X0039/C2-1
18,2017-01-19,42.685696389,2.685378283,3,7.8,-2.7,4.1,-8.2,2017-01-19T07:14,2017-01-19T16:45,34274.35,31072.44,,,0.0,0.0,0.0,0.0,0.0,,8.82,1.16,43,-7.0,1.16,57,0.0,1026.2,1012.5,,6.7,0.243,6.5,10906X0039/C2-1
19,2017-01-20,42.685696389,2.685378283,75,4.3,0.1,1.4,-2.8,2017-01-20T07:13,2017-01-20T16:46,34389.46,292.21,,,22.8,0.0,1.68,25.2,20.0,,1.67,0.25,99,1.3,0.25,91,2.4,1026.4,1012.8,,7.8,0.252,6.2,10906X0039/C2-1
20,2017-01-21,42.685696389,2.685378283,53,8.8,2.5,6.1,-1.0,2017-01-21T07:13,2017-01-21T16:48,34507.14,2388.55,,,1.2,0.0,0.0,1.2,3.0,,2.98,0.64,98,2.3,0.64,81,0.0,1022.9,1009.5,,7.6,0.261,6.7,10906X0039/C2-1
21,2017-01-22,42.685696389,2.685378283,71,5.5,3.2,1.9,-0.8,2017-01-22T07:12,2017-01-22T16:49,34627.21,1917.64,,,18.7,0.0,0.14,18.9,19.0,,2.17,0.52,98,1.3,0.52,81,0.2,1021.1,1007.6,,13.3,0.271,6.8,10906X0039/C2-1
22,2017-01-23,42.685696389,2.685378283,61,7.6,5.3,2.9,1.0,2017-01-23T07:11,2017-01-23T16:50,34749.52,0.0,,,10.2,0.0,0.0,10.2,18.0,,1.56,0.88,100,2.8,0.88,78,0.0,1020.1,1006.8,,19.5,0.283,6.9,10906X0039/C2-1
23,2017-01-24,42.685696389,2.685378283,3,11.1,4.4,4.1,-1.7,2017-01-24T07:10,2017-01-24T16:52,34873.89,32463.51,,,0.0,0.0,0.0,0.0,0.0,,9.88,2.41,66,-0.6,2.41,59,0.0,1020.0,1006.7,,28.2,0.285,7.3,10906X0039/C2-1
24,2017-01-25,42.685696389,2.685378283,53,7.2,-1.1,3.4,-4.3,2017-01-25T07:10,2017-01-25T16:53,35000.17,30843.94,,,2.2,0.0,0.0,2.2,6.0,,9.15,1.26,45,-2.2,1.26,68,0.0,1022.1,1008.6,,10.0,0.284,7.2,10906X0039/C2-1
25,2017-01-26,42.685696389,2.685378283,3,10.4,-2.4,6.6,-5.7,2017-01-26T07:09,2017-01-26T16:54,35128.21,34333.16,,,0.0,0.0,0.0,0.0,0.0,,8.76,1.03,53,-1.9,1.03,75,0.0,1017.6,1004.1,,5.5,0.287,6.6,10906X0039/C2-1
26,2017-01-27,42.685696389,2.685378283,63,11.4,4.6,8.4,1.6,2017-01-27T07:08,2017-01-27T16:55,35257.83,12473.31,,,10.3,0.0,0.0,10.3,12.0,,4.89,1.11,97,4.9,1.11,78,0.0,1013.7,1000.5,,15.6,0.291,7.0,10906X0039/C2-1
27,2017-01-28,42.685696389,2.685378283,61,11.2,6.7,7.3,2.6,2017-01-28T07:07,2017-01-28T16:57,35388.91,9716.44,,,10.6,0.0,0.0,10.6,10.0,,4.65,1.16,86,4.4,1.16,76,0.0,1018.7,1005.5,,13.8,0.302,7.6,10906X0039/C2-1
28,2017-01-29,42.685696389,2.685378283,3,12.0,0.7,9.4,-3.0,2017-01-29T07:06,2017-01-29T16:58,35521.52,34451.52,,,0.0,0.0,0.0,0.0,0.0,,9.73,1.27,52,1.8,1.27,76,0.0,1023.6,1010.1,,7.4,0.301,7.6,10906X0039/C2-1
29,2017-01-30,42.685696389,2.685378283,3,10.2,1.0,8.7,-2.4,2017-01-30T07:05,2017-01-30T16:59,35657.05,28862.95,,,0.0,0.0,0.0,0.0,0.0,,6.76,0.85,75,3.8,0.85,86,0.0,1021.6,1008.2,,5.3,0.3,7.6,10906X0039/C2-1
30,2017-01-31,42.685696389,2.685378283,51,11.3,6.1,9.9,4.0,2017-01-31T07:04,2017-01-31T17:01,35795.54,15282.11,,,0.7,0.0,0.0,0.7,5.0,,4.64,0.61,99,7.0,0.61,94,0.0,1017.9,1004.6,,5.0,0.298,8.1,10906X0039/C2-1
31,2017-02-01,42.685696389,2.685378283,51,9.4,5.5,8.1,3.3,2017-02-01T07:03,2017-02-01T17:02,35936.77,24619.31,,,0.3,0.0,0.0,0.3,3.0,,5.32,0.66,93,6.0,0.66,92,0.0,1016.6,1003.3,,4.2,0.298,8.2,10906X0039/C2-1
32,2017-02-02,42.685696389,2.685378283,51,14.2,4.1,12.8,2.3,2017-02-02T07:02,2017-02-02T17:03,36080.58,20587.12,,,0.1,0.0,0.0,0.1,1.0,,7.42,1.11,82,6.3,1.11,85,0.0,1009.5,996.4,,6.0,0.297,8.4,10906X0039/C2-1
33,2017-02-03,42.685696389,2.685378283,51,13.5,4.7,11.5,2.1,2017-02-03T07:01,2017-02-03T17:05,36226.74,18966.0,,,0.5,0.0,0.0,0.5,3.0,,6.75,1.11,62,4.3,1.11,78,0.0,1012.1,998.9,,7.2,0.296,8.5,10906X0039/C2-1
34,2017-02-04,42.685696389,2.685378283,51,14.5,2.3,11.4,-1.5,2017-02-04T07:00,2017-02-04T17:06,36375.1,26835.45,,,0.7,0.0,0.0,0.7,4.0,,8.47,1.59,79,4.2,1.59,74,0.0,1008.6,995.5,,12.4,0.296,8.6,10906X0039/C2-1
35,2017-02-05,42.685696389,2.685378283,63,10.8,6.1,5.9,-1.4,2017-02-05T06:58,2017-02-05T17:07,36525.45,19730.48,,,8.1,0.0,0.0,8.1,9.0,,5.94,1.73,76,2.6,1.73,70,0.0,1005.8,992.7,,23.6,0.3,8.8,10906X0039/C2-1
36,2017-02-06,42.685696389,2.685378283,3,11.3,6.9,5.3,-1.9,2017-02-06T06:57,2017-02-06T17:09,36677.62,35832.4,,,0.0,0.0,0.0,0.0,0.0,,10.5,2.91,54,0.6,2.91,58,0.0,1016.0,1002.8,,39.1,0.303,8.9,10906X0039/C2-1
37,2017-02-07,42.685696389,2.685378283,3,14.8,8.8,10.4,4.9,2017-02-07T06:56,2017-02-07T17:10,36831.43,17881.04,,,0.0,0.0,0.0,0.0,0.0,,6.8,2.31,95,5.8,2.31,64,0.0,1017.9,1004.8,,22.2,0.301,9.5,10906X0039/C2-1
38,2017-02-08,42.685696389,2.685378283,51,8.5,5.7,2.5,-1.5,2017-02-08T06:55,2017-02-08T17:11,36986.7,34031.88,,,1.0,0.0,0.0,1.0,6.0,,9.63,2.07,40,1.1,2.07,66,0.0,1019.7,1006.4,,32.2,0.301,9.4,10906X0039/C2-1
39,2017-02-09,42.685696389,2.685378283,0,10.7,2.0,5.8,-1.3,2017-02-09T06:53,2017-02-09T17:13,37143.28,36000.0,,,0.0,0.0,0.0,0.0,0.0,,12.51,2.19,2,-1.0,2.19,61,0.0,1019.6,1006.2,,18.3,0.301,9.1,10906X0039/C2-1
40,2017-02-10,42.685696389,2.685378283,3,13.6,0.7,10.0,-2.5,2017-02-10T06:52,2017-02-10T17:14,37300.99,33128.85,,,0.0,0.0,0.0,0.0,0.0,,11.35,1.58,68,1.0,1.58,75,0.0,1015.4,1002.0,,7.1,0.3,8.6,10906X0039/C2-1
41,2017-02-11,42.685696389,2.685378283,51,14.1,-0.3,9.9,-3.6,2017-02-11T06:51,2017-02-11T17:15,37459.68,31239.49,,,0.3,0.0,0.0,0.3,3.0,,9.51,1.54,94,3.9,1.54,82,0.0,1015.7,1002.4,,12.5,0.3,8.5,10906X0039/C2-1
42,2017-02-12,42.685696389,2.685378283,61,12.5,10.0,9.5,6.6,2017-02-12T06:50,2017-02-12T17:16,37619.17,17489.07,,,7.3,0.0,0.0,7.3,24.0,,5.01,0.73,100,9.6,0.73,92,0.0,1015.2,1002.1,,22.5,0.305,9.1,10906X0039/C2-1
43,2017-02-13,42.685696389,2.685378283,63,12.6,10.5,9.2,7.4,2017-02-13T06:48,2017-02-13T17:18,37779.32,4167.56,,,18.9,0.0,0.0,18.9,23.0,,3.36,0.6,100,10.3,0.6,93,0.0,1015.6,1002.5,,23.0,0.311,9.6,10906X0039/C2-1
44,2017-02-14,42.685696389,2.685378283,63,13.6,9.9,12.6,8.0,2017-02-14T06:47,2017-02-14T17:19,37939.97,10392.78,,,29.4,0.0,0.0,29.4,21.0,,5.06,0.7,98,10.6,0.7,97,0.0,1023.8,1010.6,,12.3,0.332,9.9,10906X0039/C2-1
45,2017-02-15,42.685696389,2.685378283,61,13.4,8.2,12.6,6.9,2017-02-15T06:45,2017-02-15T17:20,38100.97,19985.03,,,5.8,0.0,0.0,5.8,17.0,,5.65,0.76,93,10.2,0.76,97,0.0,1033.0,1019.6,,6.1,0.34,10.1,10906X0039/C2-1
46,2017-02-16,42.685696389,2.685378283,51,14.8,5.8,13.9,3.5,2017-02-16T06:44,2017-02-16T17:22,38262.18,31988.74,,,0.2,0.0,0.0,0.2,2.0,,9.87,1.36,82,8.5,1.36,91,0.0,1032.2,1018.8,,4.2,0.341,10.3,10906X0039/C2-1
47,2017-02-17,42.685696389,2.685378283,3,18.1,3.6,16.0,0.3,2017-02-17T06:43,2017-02-17T17:23,38423.45,36000.0,,,0.0,0.0,0.0,0.0,0.0,,13.42,2.16,18,3.4,2.16,67,0.0,1026.8,1013.5,,7.5,0.342,10.1,10906X0039/C2-1
48,2017-02-18,42.685696389,2.685378283,3,12.8,4.4,10.6,1.3,2017-02-18T06:41,2017-02-18T17:24,38584.9,32549.56,,,0.0,0.0,0.0,0.0,0.0,,11.48,1.65,70,3.1,1.65,70,0.0,1022.9,1009.6,,6.6,0.338,10.1,10906X0039/C2-1
49,2017-02-19,42.685696389,2.685378283,2,15.5,1.4,13.0,-1.7,2017-02-19T06:40,2017-02-19T17:26,38747.92,36000.0,,,0.0,0.0,0.0,0.0,0.0,,13.36,2.07,15,3.8,2.07,74,0.0,1026.0,1012.7,,9.2,0.336,9.9,10906X0039/C2-1
50,2017-02-20,42.685696389,2.685378283,2,15.6,8.3,11.1,3.8,2017-02-20T06:38,2017-02-20T17:27,38912.63,36284.41,,,0.0,0.0,0.0,0.0,0.0,,14.29,2.74,14,4.1,2.74,65,0.0,1025.7,1012.4,,19.9,0.333,10.2,10906X0039/C2-1
51,2017-02-21,42.685696389,2.685378283,3,17.2,8.4,13.6,3.7,2017-02-21T06:37,2017-02-21T17:28,39078.89,36244.02,,,0.0,0.0,0.0,0.0,0.0,,13.8,2.72,43,5.2,2.72,65,0.0,1024.0,1010.8,,18.4,0.331,10.4,10906X0039/C2-1
52,2017-02-22,42.685696389,2.685378283,3,19.5,5.8,18.8,3.4,2017-02-22T06:35,2017-02-22T17:29,39246.52,36271.81,,,0.0,0.0,0.0,0.0,0.0,,14.55,2.34,40,5.7,2.34,67,0.0,1020.8,1007.7,,6.2,0.328,10.6,10906X0039/C2-1
53,2017-02-23,42.685696389,2.685378283,3,16.4,3.1,15.9,0.4,2017-02-23T06:34,2017-02-23T17:31,39415.39,36020.25,,,0.0,0.0,0.0,0.0,0.0,,14.11,2.04,63,6.3,2.04,77,0.0,1014.8,1001.7,,6.2,0.324,10.5,10906X0039/C2-1
54,2017-02-24,42.685696389,2.685378283,51,12.4,7.0,7.6,0.5,2017-02-24T06:32,2017-02-24T17:32,39585.36,35949.75,,,0.5,0.0,0.0,0.5,2.0,,12.98,2.67,54,3.3,2.67,63,0.0,1015.3,1002.1,,26.7,0.323,10.8,10906X0039/C2-1
55,2017-02-25,42.685696389,2.685378283,1,14.1,5.2,10.7,-0.2,2017-02-25T06:31,2017-02-25T17:33,39756.28,36970.58,,,0.0,0.0,0.0,0.0,0.0,,15.49,2.75,5,-0.5,2.75,54,0.0,1020.4,1007.1,,15.7,0.321,10.5,10906X0039/C2-1
56,2017-02-26,42.685696389,2.685378283,1,17.1,3.9,15.3,1.0,2017-02-26T06:29,2017-02-26T17:34,39928.02,37200.6,,,0.0,0.0,0.0,0.0,0.0,,15.22,2.2,4,3.0,2.2,65,0.0,1019.8,1006.6,,5.0,0.313,10.2,10906X0039/C2-1
57,2017-02-27,42.685696389,2.685378283,3,12.7,2.9,11.9,0.6,2017-02-27T06:27,2017-02-27T17:36,40100.42,36468.58,,,0.0,0.0,0.0,0.0,0.0,,12.52,1.57,45,5.9,1.57,85,0.0,1012.1,998.9,,5.1,0.311,10.3,10906X0039/C2-1
58,2017-02-28,42.685696389,2.685378283,53,16.3,7.3,14.6,2.1,2017-02-28T06:26,2017-02-28T17:37,40273.38,24603.31,,,1.5,0.0,0.0,1.5,3.0,,11.0,2.29,75,4.5,2.29,68,0.0,1009.2,996.2,,15.0,0.308,10.5,10906X0039/C2-1
59,2017-03-01,42.685696389,2.685378283,3,15.4,2.8,12.7,-1.2,2017-03-01T06:24,2017-03-01T17:38,40446.74,38202.46,,,0.0,0.0,0.0,0.0,0.0,,15.12,2.67,49,-0.1,2.67,52,0.0,1018.0,1004.8,,8.5,0.308,10.4,10906X0039/C2-1
60,2017-03-02,42.685696389,2.685378283,3,17.5,6.5,15.9,3.2,2017-03-02T06:22,2017-03-02T17:39,40620.37,37480.81,,,0.0,0.0,0.0,0.0,0.0,,13.46,2.28,57,5.3,2.28,68,0.0,1018.2,1005.1,,7.4,0.304,10.5,10906X0039/C2-1
61,2017-03-03,42.685696389,2.685378283,53,19.4,5.3,14.7,2.7,2017-03-03T06:21,2017-03-03T17:41,40794.17,36424.88,,,1.2,0.0,0.0,1.2,3.0,,13.71,2.49,83,6.3,2.49,75,0.0,1006.8,993.8,,15.4,0.302,10.6,10906X0039/C2-1
62,2017-03-04,42.685696389,2.685378283,73,12.4,2.7,10.6,-1.5,2017-03-04T06:19,2017-03-04T17:42,40967.97,16608.48,,,40.3,0.0,0.77,41.4,15.0,,9.02,1.44,75,4.6,1.44,79,1.1,1001.3,988.2,,10.3,0.326,10.6,10906X0039/C2-1
63,2017-03-05,42.685696389,2.685378283,51,15.8,1.5,13.7,-1.2,2017-03-05T06:17,2017-03-05T17:43,41141.67,26876.17,,,0.6,0.0,0.0,0.6,3.0,,12.38,2.14,84,3.6,2.14,72,0.0,1013.7,1000.5,,8.5,0.332,10.2,10906X0039/C2-1
64,2017-03-06,42.685696389,2.685378283,53,18.9,6.2,15.2,2.6,2017-03-06T06:16,2017-03-06T17:44,41315.15,34124.88,,,1.0,0.0,0.0,1.0,2.0,,14.39,3.39,60,4.0,3.39,59,0.0,1015.9,1002.9,,21.5,0.331,10.6,10906X0039/C2-1
65,2017-03-07,42.685696389,2.685378283,61,14.4,8.9,10.7,1.6,2017-03-07T06:14,2017-03-07T17:46,41488.26,39078.6,,,4.8,0.0,0.0,4.8,16.0,,16.05,2.96,40,5.1,2.96,68,0.0,1020.4,1007.3,,26.5,0.329,11.0,10906X0039/C2-1
66,2017-03-08,42.685696389,2.685378283,3,18.7,10.7,15.5,8.5,2017-03-08T06:12,2017-03-08T17:47,41660.9,31494.97,,,0.0,0.0,0.0,0.0,0.0,,15.7,3.27,88,7.9,3.27,65,0.0,1024.2,1011.2,,20.2,0.332,11.4,10906X0039/C2-1
67,2017-03-09,42.685696389,2.685378283,3,22.2,9.2,20.0,6.6,2017-03-09T06:11,2017-03-09T17:48,41832.93,41283.22,,,0.0,0.0,0.0,0.0,0.0,,17.2,3.35,72,6.5,3.35,58,0.0,1023.5,1010.5,,10.3,0.33,11.7,10906X0039/C2-1
68,2017-03-10,42.685696389,2.685378283,3,22.5,9.9,19.2,6.9,2017-03-10T06:09,2017-03-10T17:49,42004.48,41455.1,,,0.0,0.0,0.0,0.0,0.0,,18.1,4.21,29,4.2,4.21,49,0.0,1020.8,1007.8,,14.1,0.326,12.1,10906X0039/C2-1
69,2017-03-11,42.685696389,2.685378283,3,18.3,9.1,16.4,6.7,2017-03-11T06:07,2017-03-11T17:50,42176.83,41627.57,,,0.0,0.0,0.0,0.0,0.0,,17.63,2.82,70,4.1,2.82,57,0.0,1018.0,1005.0,,5.1,0.322,12.2,10906X0039/C2-1
70,2017-03-12,42.685696389,2.685378283,61,17.2,11.0,13.5,5.5,2017-03-12T06:06,2017-03-12T17:51,42350.1,38808.45,,,2.6,0.0,0.0,2.6,3.0,,12.38,2.92,41,6.7,2.92,64,0.0,1014.9,1002.0,,21.2,0.321,12.2,10906X0039/C2-1
71,2017-03-13,42.685696389,2.685378283,53,14.9,10.5,10.2,5.1,2017-03-13T06:04,2017-03-13T17:53,42524.18,33449.23,,,1.6,0.0,0.0,1.6,4.0,,11.24,2.92,71,5.8,2.92,63,0.0,1022.2,1009.1,,25.4,0.321,12.2,10906X0039/C2-1
72,2017-03-14,42.685696389,2.685378283,3,19.3,11.8,15.8,7.8,2017-03-14T06:02,2017-03-14T17:54,42698.96,42149.95,,,0.0,0.0,0.0,0.0,0.0,,18.41,3.94,32,7.0,3.94,60,0.0,1029.0,1015.9,,21.0,0.319,12.5,10906X0039/C2-1
73,2017-03-15,42.685696389,2.685378283,0,20.7,7.1,19.3,5.1,2017-03-15T06:00,2017-03-15T17:55,42874.31,42325.34,,,0.0,0.0,0.0,0.0,0.0,,18.79,3.63,0,5.2,3.63,58,0.0,1026.8,1013.7,,10.6,0.316,12.8,10906X0039/C2-1
74,2017-03-16,42.685696389,2.685378283,0,17.1,5.9,16.4,3.2,2017-03-16T05:59,2017-03-16T17:56,43050.14,42501.19,,,0.0,0.0,0.0,0.0,0.0,,18.8,2.73,0,6.7,2.73,75,0.0,1023.5,1010.3,,5.4,0.312,12.5,10906X0039/C2-1
75,2017-03-17,42.685696389,2.685378283,0,23.2,5.4,21.7,3.1,2017-03-17T05:57,2017-03-17T17:57,43226.33,42677.37,,,0.0,0.0,0.0,0.0,0.0,,19.04,3.64,0,5.8,3.64,61,0.0,1021.0,1008.0,,7.8,0.308,12.6,10906X0039/C2-1
76,2017-03-18,42.685696389,2.685378283,51,16.8,9.9,12.9,5.5,2017-03-18T05:55,2017-03-18T17:59,43402.77,40115.92,,,0.2,0.0,0.0,0.2,2.0,,16.96,3.11,76,6.3,3.11,67,0.0,1020.9,1007.8,,22.1,0.305,12.8,10906X0039/C2-1
77,2017-03-19,42.685696389,2.685378283,2,20.2,10.7,16.8,5.8,2017-03-19T05:53,2017-03-19T18:00,43579.35,42959.17,,,0.0,0.0,0.0,0.0,0.0,,17.68,4.09,19,6.4,4.09,59,0.0,1017.5,1004.6,,23.0,0.303,13.0,10906X0039/C2-1
78,2017-03-20,42.685696389,2.685378283,2,20.0,10.7,19.5,7.3,2017-03-20T05:52,2017-03-20T18:01,43755.95,43029.06,,,0.0,0.0,0.0,0.0,0.0,,18.52,3.58,40,8.3,3.58,67,0.0,1014.5,1001.6,,14.9,0.299,13.3,10906X0039/C2-1
79,2017-03-21,42.685696389,2.685378283,53,14.8,9.1,11.9,5.2,2017-03-21T05:50,2017-03-21T18:02,43932.48,22425.26,,,0.6,0.0,0.0,0.6,2.0,,10.02,2.22,91,6.3,2.22,69,0.0,1014.5,1001.5,,15.7,0.297,13.2,10906X0039/C2-1
80,2017-03-22,42.685696389,2.685378283,51,14.2,7.2,11.1,5.6,2017-03-22T05:48,2017-03-22T18:03,44108.81,32057.74,,,0.3,0.0,0.0,0.3,2.0,,13.09,1.98,59,5.6,1.98,73,0.0,1011.0,998.0,,7.4,0.296,12.9,10906X0039/C2-1
81,2017-03-23,42.685696389,2.685378283,51,11.8,5.4,10.1,2.1,2017-03-23T05:46,2017-03-23T18:04,44284.83,41396.76,,,0.3,0.0,0.0,0.3,1.0,,11.76,1.63,59,4.1,1.63,75,0.0,1009.8,996.7,,8.6,0.296,12.4,10906X0039/C2-1
82,2017-03-24,42.685696389,2.685378283,63,11.9,5.2,10.1,2.9,2017-03-24T05:45,2017-03-24T18:06,44460.45,665.67,,,28.8,0.0,0.0,28.8,14.0,,6.07,1.05,95,5.5,1.05,84,0.0,1015.3,1002.1,,7.9,0.3,11.9,10906X0039/C2-1
83,2017-03-25,42.685696389,2.685378283,63,15.6,5.7,11.8,2.4,2017-03-25T05:43,2017-03-25T18:07,44635.53,34384.02,,,28.2,0.0,0.0,28.2,8.0,,17.87,2.93,50,4.0,2.93,68,0.0,1012.1,999.0,,16.3,0.333,11.7,10906X0039/C2-1
84,2017-03-26,42.685696389,2.685378283,2,15.6,2.8,15.5,-0.1,2017-03-26T05:41,2017-03-26T18:08,44809.98,43200.0,,,0.0,0.0,0.0,0.0,0.0,,20.54,2.89,7,4.4,2.89,72,0.0,1018.1,1004.9,,6.1,0.333,11.6,10906X0039/C2-1
85,2017-03-27,42.685696389,2.685378283,51,17.6,6.2,13.4,4.0,2017-03-27T05:39,2017-03-27T18:09,44983.67,39394.29,,,0.3,0.0,0.0,0.3,3.0,,15.65,2.54,73,7.1,2.54,79,0.0,1020.4,1007.2,,12.8,0.329,11.6,10906X0039/C2-1
86,2017-03-28,42.685696389,2.685378283,51,19.5,4.3,18.5,0.9,2017-03-28T05:38,2017-03-28T18:10,45156.49,43200.0,,,0.1,0.0,0.0,0.1,1.0,,19.73,3.31,26,5.6,3.31,67,0.0,1025.5,1012.4,,7.2,0.327,11.7,10906X0039/C2-1
87,2017-03-29,42.685696389,2.685378283,0,21.5,9.3,20.9,5.6,2017-03-29T05:36,2017-03-29T18:11,45328.32,43200.0,,,0.0,0.0,0.0,0.0,0.0,,21.77,4.11,0,5.5,4.11,57,0.0,1025.6,1012.6,,10.3,0.326,12.1,10906X0039/C2-1
88,2017-03-30,42.685696389,2.685378283,3,22.9,5.0,21.4,2.6,2017-03-30T05:34,2017-03-30T18:12,45499.26,43213.41,,,0.0,0.0,0.0,0.0,0.0,,21.88,3.69,17,7.3,3.69,69,0.0,1022.9,1009.8,,9.2,0.335,12.3,10906X0039/C2-1
