,code_bss,urn_bss,date_debut_mesure,date_fin_mesure,code_commune_insee,nom_commune,longitude,latitude,codes_bdlisa,urns_bdlisa,geometry,bss_id,altitude_station,nb_mesures_piezo,code_departement,nom_departement,libelle_pe,profondeur_investigation,codes_masse_eau_edl,noms_masse_eau_edl,urns_masse_eau_edl,date_maj
0,10906X0039/C2-1,http://services.ades.eaufrance.fr/pointeau/10906X0039/C2-1,2000-04-14,2026-07-13,66108,Millas,2.685378283,42.685696389,['718BP02'],['http://reseau.eaufrance.fr/geotraitements/bdlisa/files/entite/718BP02.pdf'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.6853782833472, 42.6856963885401]}",BSS002MNYD,107.16,8840,66,Pyrénées-Orientales,MILLAS C2-1,9.0,['DG351'],['Alluvions quaternaires du Roussillon'],['http://www.sandre.eaufrance.fr/geo/MasseDEauSouterraine/DG351'],Fri Jan 24 16:44:49 CET 2020
